Row	Id	Nom	Prenom	Attribut	ValAvt	ValApr	Commentaire
1230811	871717	JACARIA	Véronique	Date de fin de la fonction	28/3/2020	NA	Date incorrecte, située dans le futur
NA	NA	NA	NA	Libelle commune	LANTOSQUE PELASQUE SECTION 2	LANTOSQUE	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	CHAUVINCOURT PROVEMONT SECTION 2	CHAUVINCOURT PROVEMONT	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	CHAUVINCOURT PROVEMONT SECTION 1	CHAUVINCOURT PROVEMONT	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	ROSPORDEN SECTION 1	ROSPORDEN	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	GIEN SECTION 2	GIEN	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	PITHIVIERS LE VIEIL SECTION 2 BOUZONVILLE	PITHIVIERS LE VIEIL	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	BEAUMONT HAGUE	LA HAGUE	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	ISIGNY LE BUAT SECTION 1	ISIGNY LE BUAT	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	ISIGNY LE BUAT SECTION 3	ISIGNY LE BUAT	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	SAINT AMAND SECTION 1	SAINT AMAND VILLAGES	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	SAINT JEAN DES CHAMPS SECTION 1	SAINT JEAN DES CHAMPS	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	BRUGES CAPBIS MIFAGET	BRUGES	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	PUYVALADOR SECTION 2	PUYVALADOR	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	GUNDERSHOFFEN SECTION 2 EBERBACH WOERTH	GUNDERSHOFFEN	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	GUNDERSHOFFEN SECTION 3 GRIESBACH	GUNDERSHOFFEN	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	BROYE AUBIGNEY MONTSEUGNY SECTION 3	BROYE AUBIGNEY MONTSEUGNY	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	LE CORMENIER	BEAUVOIR SUR NIORT	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	MARVAL SECTION 1	MARVAL	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	ARUTUA SECTION 3 KAUKURA	ARUTUA	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	TAHAA SECTION 2 HAAMENE	TAHAA	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	TAIARAPU OUEST SECTION 2 TOAHOTU	TAIARAPU OUEST	On ignore les subdivisions de la commune
NA	NA	NA	NA	Libelle commune	TEVA I UTA SECTION 1 MATAIEA	TEVA I UTA	On ignore les subdivisions de la commune
650684	1191040	CREVISY	Anne-François	Code Insee commune	332SN10	465	Mauvais numero INSEE
650685	1191041	CREVISY	Anne-Françoise	Code Insee commune	332SN10	465	Mauvais numero INSEE
650686	1190912	SCHERTENLEIB	David	Code Insee commune	332SN10	465	Mauvais numero INSEE
1065958	1121690	BERNARD	Didier	Code Insee commune	031SN02	097	Mauvais numero INSEE
1069990	1121760	FOLWELL	Ginette	Code Insee commune	171SN02	228	Mauvais numero INSEE
52003	150062	VALLET	Jean-Pierre	Date debut fonction	16/3/2013	16/3/2001	Date incorrecte
95114	741270	GRADOS	Lucien	Date debut fonction	21/3/2009	21/3/2008	Date incorrecte
118923	148132	CALMES-BOU	Marie-Chantal	Date debut fonction	16/3/2008	21/3/2001	Date incorrecte
124042	147945	AUGUY	Francis	Date debut fonction	18/3/2008	18/3/2001	Date incorrecte
298655	946204	MAROUARD	Céline	Date debut fonction	4/1/2018	4/1/2017	Date incorrecte
313360	142007	LOISEAU	Jacques	Date debut fonction	9/3/2008	21/3/2001	Date incorrecte
465912	160488	ABERT	Jean-Claude	Date debut fonction	18/3/2008	18/3/2001	Date incorrecte
481200	160114	PROBY	René	Date debut fonction	14/3/2008	21/3/2001	Date incorrecte
608401	156630	AVENEL	Max	Date debut fonction	21/3/2008	21/3/2001	Date incorrecte
608467	156631	LE BLOND	Jacqueline	Date debut fonction	21/3/2008	21/3/2001	Date incorrecte
623205	156171	DIGARD	François	Date debut fonction	15/3/2008	15/3/2001	Date incorrecte
807367	92587	LEFEBVRE	Alain	Date debut fonction	14/3/2008	21/3/2001	Date incorrecte
810012	81452	DAGBERT	Michel	Date debut fonction	14/3/2008	21/3/2001	Date incorrecte
810778	21837	KRAJEWSKI	Jean-Marie	Date debut fonction	21/3/2008	21/3/2001	Date incorrecte
816347	2763	ROSSIGNOL	Françoise	Date debut fonction	14/3/2008	14/3/2001	Date incorrecte
828900	96501	CORBISEZ	Jean-Pierre	Date debut fonction	14/3/2008	21/3/2001	Date incorrecte
829158	61255	GUILBERT	Thérèse	Date debut fonction	14/3/2008	21/3/2001	Date incorrecte
887833	818995	RAYMOND	Alain	Date debut fonction	15/3/2008	21/3/2001	Date incorrecte
916696	170273	TOUSSAINT	Michel	Date debut fonction	15/3/2008	21/3/2001	Date incorrecte
1000166	469845	PEUTET	Jean-Marc	Date debut fonction	1/4/2009	1/4/2008	Date incorrecte
1003970	162924	DELANOE	Bertrand	Date debut fonction	21/3/2008	21/3/2001	Date incorrecte
1106766	25126	BONHOMME	François	Date debut fonction	21/3/2008	21/3/2001	Date incorrecte
1134847	1136214	PINEAU	Florence	Date debut fonction	29/6/2017	21/3/2014	Date incorrecte
1134847	1136214	PINEAU	Florence	Date fin fonction	20/6/2017	21/8/2015	Date incorrecte
1134848	1136214	PINEAU	Florence	Date debut fonction	29/6/2017	21/3/2014	Date incorrecte
1172586	1503809	SABARD	Sandrine	Date debut fonction	16/3/2018	27/2/2015	Date incorrecte
1185679	7695	FORCINAL	Anne-Marie	Date debut fonction	20/3/2008	21/3/2001	Date incorrecte
1187569	17523	FOURNIER	Pascal	Date debut fonction	15/3/2008	25/3/2001	Date incorrecte
1187769	5565	DESSENNE	Brigitte	Date debut fonction	14/3/2008	23/3/2001	Date incorrecte
1188021	17532	BERNARD	Jacques	Date debut fonction	14/3/2008	24/3/2001	Date incorrecte
1231848	33812	FRUTEAU	Eric	Date debut fonction	16/3/2008	18/3/2001	Date incorrecte
158954	1198393	LE BAS	Christian	Date fin mandat	8/4/2018	NA	Date incorrecte remplacée par NA pour fusion ultérieure
428016	973328	GABAUDAN	Jean-Pierre	Date fin mandat	19/2/2017	NA	Date incorrecte remplacée par NA pour fusion ultérieure
158908	1526417	DENUAULT	SOPHIE	Date fin mandat	8/4/2018	NA	Corrigé pour mandat en cours
158913	1194540	DUBOIS	CHRISTOPHE	Date fin mandat	8/4/2018	NA	Corrigé pour mandat en cours
158919	906439	GACHET	PHILIPPE	Date fin mandat	8/4/2018	NA	Corrigé pour mandat en cours
159009	1526420	OLIVIER	LAURE	Date fin mandat	8/4/2018	NA	Corrigé pour mandat en cours
159020	1526419	RAVENEL	CHRISTIAN	Date fin mandat	8/4/2018	NA	Corrigé pour mandat en cours
159034	1526418	TERRIOUX	JEAN LUC	Date fin mandat	8/4/2018	NA	Corrigé pour mandat en cours
159040	1526416	THURMEAU	CRISTELE	Date fin mandat	8/4/2018	NA	Corrigé pour mandat en cours
168516	1242973	ARLIN	JEROME	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168518	69295	BAHUET	JEAN PASCAL	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168520	638721	BARDIN	GENEVIEVE	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168542	913013	COUTURIER	YVES	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168544	914272	DECHANT	JEANNIE	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168546	1243451	DEGORCE	CHRISTIAN	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168548	913014	DEROBINSON	MARIE CHRISTINE	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168550	1243452	ESTEBAN	PHILIPPE	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168557	914274	GROLLEAU	JEAN CLAUDE	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168559	69242	GROLLEAU	LAURENT	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168561	1242975	HAMON	YVES	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168565	69268	LEBOURG	ALAIN	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168577	825969	RAYNAUD	PATRICK	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
168581	824926	SOULET	MARILYS	Date fin mandat	31/12/2016	NA	Corrigé pour mandat en cours
183809	1246793	FARGEOT	MICHELLE	Date fin mandat	9/2/2014	NA	Corrigé pour mandat en cours
187049	1247601	DROMEL	YVES	Date fin mandat	25/3/2014	NA	Corrigé pour mandat en cours
187070	1247602	MARCHIVE	ANGELIQUE	Date fin mandat	25/3/2014	NA	Corrigé pour mandat en cours
193081	1249111	COULON	HERVE JEAN NOEL	Date fin mandat	20/3/2014	NA	Corrigé pour mandat en cours
227912	1514656	SIMONEL	RACHEL	Date fin mandat	28/6/2015	NA	Corrigé pour mandat en cours
240369	930246	GUILLOU	YANNICK	Date fin mandat	31/12/2015	NA	Corrigé pour mandat en cours
339077	404029	LE BRAS	ANNE MARIE	Date fin mandat	2/10/2015	NA	Corrigé pour mandat en cours
341101	1512205	COCHENNEC	CLAUDE	Date fin mandat	21/4/2016	NA	Corrigé pour mandat en cours
341106	405487	COSSEC	YVES	Date fin mandat	21/4/2016	NA	Corrigé pour mandat en cours
341109	1512219	DREO	JULIEN	Date fin mandat	21/4/2016	NA	Corrigé pour mandat en cours
341117	954428	FRENAY	BERNARD	Date fin mandat	21/4/2016	NA	Corrigé pour mandat en cours
341120	405490	GEORGES	MICHEL	Date fin mandat	21/4/2016	NA	Corrigé pour mandat en cours
341181	1512218	MOREAU PETIT	VERONIQUE	Date fin mandat	21/4/2016	NA	Corrigé pour mandat en cours
341193	1512210	POULIQUEN	HELDA	Date fin mandat	21/4/2016	NA	Corrigé pour mandat en cours
341219	1512222	VICART	MARINE	Date fin mandat	21/4/2016	NA	Corrigé pour mandat en cours
428596	1307749	FARENQ	JEAN PIERRE	Date fin mandat	24/10/2010	NA	Corrigé pour mandat en cours
473666	39524	CARRIER	GERARD	Date fin mandat	11/3/2017	NA	Corrigé pour mandat en cours
483121	1518641	MAZEAU	SONIA	Date fin mandat	3/3/2017	NA	Corrigé pour mandat en cours
487539	786727	CALLAND	JACQUES	Date fin mandat	31/12/2017	NA	Corrigé pour mandat en cours
487581	990858	PICOD	MARIE CLAUDE	Date fin mandat	31/12/2017	NA	Corrigé pour mandat en cours
543376	1003336	GALLON	ISABELLE	Date fin mandat	9/11/2015	NA	Corrigé pour mandat en cours
543383	1500672	GUERY	KAREN	Date fin mandat	1/10/2014	NA	Corrigé pour mandat en cours
543386	1336797	HEMERY	ESTELLE	Date fin mandat	1/4/2014	NA	Corrigé pour mandat en cours
544834	1337119	FERRANDES	FRANCOISE	Date fin mandat	14/11/2002	NA	Corrigé pour mandat en cours
546765	1337606	DEHODENCQ	PHILIPPE	Date fin mandat	24/7/2015	NA	Corrigé pour mandat en cours
551097	1336430	CARDINAL	HERVE	Date fin mandat	7/10/2015	NA	Corrigé pour mandat en cours
595958	1350390	BRACHET	OLIVIER	Date fin mandat	23/3/2014	NA	Corrigé pour mandat en cours
625892	909311	MARTINS	GHISLAINE	Date fin mandat	31/12/2017	NA	Corrigé pour mandat en cours
660735	436819	CARLIER	ANDRE	Date fin mandat	1/12/2014	NA	Corrigé pour mandat en cours
660738	1028724	CHEVALLIER	JEROME	Date fin mandat	22/12/2015	NA	Corrigé pour mandat en cours
796716	1197938	BOUVIER	CAROLINE	Date fin mandat	11/1/2016	NA	Corrigé pour mandat en cours
796718	1514392	CHESNEL	MATHIEU	Date fin mandat	11/1/2016	NA	Corrigé pour mandat en cours
796743	1060192	FLANDRIN	MARCEL	Date fin mandat	11/1/2016	NA	Corrigé pour mandat en cours
796745	1060194	FOEZON	YVON	Date fin mandat	11/1/2016	NA	Corrigé pour mandat en cours
796764	1060193	KRONNEBERG	ODILE	Date fin mandat	11/1/2016	NA	Corrigé pour mandat en cours
800677	1396527	CLARENC	OLIVIER	Date fin mandat	12/1/2013	NA	Corrigé pour mandat en cours
813984	1065035	MORASSUTTI	CHRISTIANE	Date fin mandat	28/9/2013	NA	Corrigé pour mandat en cours
832899	1405517	BLASCZYK	VERONIQUE	Date fin mandat	21/8/2014	NA	Corrigé pour mandat en cours
832975	1405145	LIBESSART CACHERA	CAROLE	Date fin mandat	22/5/2015	NA	Corrigé pour mandat en cours
832983	185146	MERLIN	GILLES	Date fin mandat	26/10/2015	NA	Corrigé pour mandat en cours
838985	840861	HAMON	DOMINIQUE	Date fin mandat	8/3/2014	NA	Corrigé pour mandat en cours
933407	1429788	COILLARD	JEANNINE	Date fin mandat	24/3/2014	NA	Corrigé pour mandat en cours
1165948	1486857	PETRY	CATHERINE MARIE MARGUERITE	Date fin mandat	26/11/2015	NA	Corrigé pour mandat en cours
1219065	1161322	MIOTTO	FABRICE	Date fin mandat	12/1/2014	NA	Corrigé pour mandat en cours
791871	829038	DENIAUD	BERTRAND	Date fin mandat	3/2/2013	NA	Corrigé pour mandat en cours
591428	15951	CARRE	HERVE	Date fin mandat	26/10/2007	22/3/2014	Corrigé pour mandat complet
61363	845248	FETTUCIARI	Karine	Date fin mandat	31/3/2009	22/3/2014	Corrigé pour mandat complet
61364	845248	FETTUCIARI	Karine	Date fin mandat	8/3/2008	31/3/2009	Corrigé pour mandat complet
61395	1178593	NASO	Régine	Date fin mandat	31/3/2009	22/3/2014	Corrigé pour mandat complet
595190	1016208	DEPOUTOT	Danielle	Date fin mandat	28/1/2000	22/3/2014	Corrigé pour mandat complet
605734	271629	LUSSEAU	Louis	Date fin mandat	1/3/2008	22/3/2014	Corrigé pour mandat complet
798569	1061053	MARIETTE	Yannick	Date fin mandat	12/12/2003	22/3/2014	Corrigé pour mandat complet
1136346	1138212	PASSCHIER	Nicolas	Date debut mandat	1/12/2008	18/3/2001	Corrigé pour mandat complet
1136346	1138212	PASSCHIER	Nicolas	Date fin mandat	16/3/2008	8/3/2008	Corrigé pour mandat complet
61364	845248	FETTUCIARI	Karine	Date naissance	14/5/1968	4/5/1968	Date incohérente
1162579	1144788	TROUY	Noël	Date naissance	1/1/1900	27/2/1949	Date incohérente
9143	1522165	DELAGE	LAURY	Date debut mandat	8/24/1987	20/10/2017	Date de naissance pour mandat
39087	1506637	COLLINET	DOMINIQUE	Date debut mandat	16/6/1961	12/6/2015	Date de naissance pour mandat
92900	1193725	MIGOTTO	XAVIER	Date debut mandat	14/3/1970	21/3/2010	Date de naissance pour mandat
188762	812832	RICHARD	CHRISTIAN	Date debut mandat	28/11/1955	9/3/2008	Date de naissance pour mandat
418050	1194179	GUICHENEY	XAVIER	Date debut mandat	30/10/1971	24/1/2013	Date de naissance pour mandat
428250	1183151	CANTIE	JOEL	Date debut mandat	13/12/1950	17/7/2007	Date de naissance pour mandat
428250	1183151	CANTIE	JOEL	Date fin mandat	12/9/2010	8/3/2008	Alignement date fin de mandat
434555	978296	LANGOUET	FLORENCE	Date debut mandat	5/8/1969	9/1/2008	Date de naissance pour mandat
445050	1197650	MARE	THIERRY	Date debut mandat	24/4/1963	7/7/2012	Date de naissance pour mandat
497056	1193510	PERRON	SYLVAIN	Date debut mandat	15/3/1974	6/7/2013	Date de naissance pour mandat
527315	1181339	ARNAUD	XAVIER	Date debut mandat	21/10/1953	9/4/2009	Date de naissance pour mandat
528534	1000103	BELLET	JEAN MARC	Date debut mandat	15/8/1972	11/3/2001	Date de naissance pour mandat
528534	1000103	BELLET	JEAN MARC	Date fin mandat	22/3/2014	8/3/2008	Alignement date fin de mandat
665456	1514716	NITTING	SAMUEL	Date debut mandat	7/7/1986	30/9/2016	Date de naissance pour mandat
690409	1522715	RICHL	LOREN	Date debut mandat	18/8/1992	6/7/2016	Date de naissance pour mandat
928736	1195729	PONVIENNE	CHRISTINE	Date debut mandat	30/4/1956	10/3/2013	Date de naissance pour mandat
959696	1161841	REVERET	JEAN LUC	Date debut mandat	9/3/1966	9/3/2008	Date de naissance pour mandat
1032066	1453956	CASTANER	ALICE	Date debut mandat	16/12/1977	23/3/2014	Date de naissance pour mandat
1114435	494274	BRUNEAU	DOMINIQUE	Date debut mandat	3/9/1956	9/3/2008	Date de naissance pour mandat
1214486	1507607	TAYLOR	CATHERINE	Date debut mandat	28/1/1969	15/1/2015	Date de naissance pour mandat
